"words","class","group","rooms","comments"
"n | negative | no | שלילי | לא | ללא | אין","ADVERB","332.0","",""
"dunno | maybe | possibly | probably | לא יודעת | אולי | שמא | יתכן | כנראה | בערך | ייתכן | ככל הנראה | מן הסתם | קרוב לודאי | כפי הנראה","ADVERB","333.0","",""
"do | עשי | פעלי | עזרי | בצעי | עושה | פועל | פועלת | עוזר | מבצע | מבצעת | לעשות | לפעול | לבצע","INDICATIVE_VERB","400.0","",""
"did | עשה | עשתה | פעל | פעלה | ביצע | ביצעה | לעשות | לפעול | לבצע","INDICATIVE_VERB","401.0","",""
"does | עושה | פועל | פועלת | לעשות | לפעול | לבצע","NOUN | INDICATIVE_VERB","402.0","",""
"be | להיות","INDICATIVE_VERB","403.0","",""
"am","INDICATIVE_VERB","405.0","",""
"are","INDICATIVE_VERB","406.0","",""
"was | היה | היתה | היו","INDICATIVE_VERB","407.0","",""
"bequest | will | ירושה | עיזבון | עזבון | רצון | צוואה | צואה","NOUN | INDICATIVE_VERB","409.0","",""
"would | היה | היו | יהיה | תהיה | היתה | יהיו","INDICATIVE_VERB","410.0","",""
"begin | start | התחלה | להתחיל | לפתוח | פתיחה | תחילה","INDICATIVE_VERB","413.0","",""
"say | לומר | להגיד | לספר | לדבר | לאמר","INDICATIVE_VERB","414.0","",""
"says | אומר | אומרת | מספר | מספרת | כותב | כותבת | מדבר | מדברת | כתוב","INDICATIVE_VERB","415.0","",""
"said | אמרה | אמר | סיפר | סיפרה | דיבר | דיברה","INDICATIVE_VERB","416.0","",""
"have | יש | חייב | להיות | חייבת | צריך | צריכה | חייבים | צריכים","INDICATIVE_VERB","417.0","",""
"has | יש | חייב | להיות | חייבת | צריך | צריכה | חייבים | צריכים","INDICATIVE_VERB","418.0","",""
"had | היה | היתה | היו","INDICATIVE_VERB","419.0","",""
"black | שחור | שחורה | אפל | אפלה | שחרחר | שחרחרה | כהה | קודר | חשוך","ADJECTIVE","500.0","",""
"blue | כחול | כחולה | תכלה | כחלחל | כחולה","ADJECTIVE","501.0","",""
"brown | חום | חומה","ADJECTIVE","502.0","",""
"gold | זהב | זהוב | מוזהב | מוזהבת","ADJECTIVE | NOUN","504.0","",""
"golden | זהב | זהוב | מוזהב | מוזהבת","ADJECTIVE","505.0","",""
"gray | grey | אפור | אפרפר | מואפר | אפורה","ADJECTIVE","506.0","",""
"green | ירוק | ירקרק | ירוקה","ADJECTIVE","507.0","",""
"orange | כתום | כתמתם | כתומה","ADJECTIVE","508.0","",""
"pink | ורוד | ורודה | וורודה | ורדרד","ADJECTIVE","509.0","",""
"purple | סגול | סגולה | סגלגל","ADJECTIVE","510.0","",""
"red | אדום | אדומה | אדמדם","ADJECTIVE","511.0","",""
"silver | כסף | כסוף | מוכסף","ADJECTIVE","512.0","",""
"yellow | צהוב | צהובה","ADJECTIVE","513.0","",""
"white | לבן |  לבנה | לבנבן | צחור","ADJECTIVE","514.0","",""
"flashing | twinkling | מהבהב | מהבהבת | מנצנץ | מנצנצת | מרצד | מרצדת | מבזיק | מבזיקה","ADJECTIVE","515.0","",""
"bright | בהיר | בהירה | מאיר | מאירה | מסנוור | מסנוורת | זוהר | זוהרת | בוהק | בוהקת","ADJECTIVE","516.0","",""
"wooden | מעץ | עץ","ADJECTIVE","517.0","",""
"grabbing | תופס | תופסת | לוקח | לוקחת | חוטף | חוטפת | מביא | מביאה","ADJECTIVE","520.0","",""
"creepy | frightening | scary | spooky | מפחיד | מוזר | מצמרר | מבחיל | מטריד | מגעיל | דוחה | מרתיע | מבהיל | מחריד | ספוקי","ADJECTIVE","521.0","",""
"loud | חזק | רועש | קולני | מרעיש | צעקני | גבוה | רעשני","ADJECTIVE","522.0","",""
"crashing | מתרסק | מתרסקת | מרוסק | מתנפץ | מתמוטט | קורס | מתנפץ","ADJECTIVE","523.0","",""
"craggy | rocky | steep | מסולע | טרשי | מחוספס | מסוקס | סלעי | תלול","ADJECTIVE","524.0","",""
"beautiful | cute | lovely | pretty | חמוד | חמודה | מקסים | מקסימה | מתוק | מתוקה | יפה | יפהפה | יפהפייה | קסום | נהדר | נפלא | מהמם | נאה | נחמד | נחמדה | חתיך | חתיכה | חביב | חביבה | יפיוף | יפיופה","ADJECTIVE","525.0","",""
"french | צרפת | צרפתי | צרפתיה | צרפתיים | צרפתית | צרפתיה","ADJECTIVE","527.0","",""
"greek | יוון | יוונים | יווני | יוונית | יווניה","ADJECTIVE","528.0","",""
"spanish | ספרד | ספרדי | ספרדיה | ספרדים","ADJECTIVE","529.0","",""
"bare | leafless | חשוף | חשופה | יחף | יחפה | ריק | ריקה | שלכת","ADJECTIVE","530.0","",""
"elderly | old | זקן | ישיש | קשיש | מבוגר | זקנה | ישישה | קשישה | מבוגרת","ADJECTIVE","531.0","",""
"my | your | שלי | שלך","ADJECTIVE","532.0","",""
"good | kind | טוב | יפה | מוצלח | מעולה | מצויין | מצוין | בסדר | שווה | חביבה | חביבה | אדיב | אדיבה | נדיב | נדיבה | נחמד | נחמדה","ADJECTIVE","534.0","",""
"bad | evil | mean | vicious | רע | רעה | רשע | רשעית | מרושע | מרושעת | שטן | שטני | שטנית | אכזרי | אכזרית | גרוע | נורא | נוראי | אכזר","ADJECTIVE","535.0","",""
"living | חי | חיה | גר | גרה | מתגורר | מתגוררת","ADJECTIVE","536.0","",""
"spiral | לולייני | לולייניים | מסתחרר | מתפתל | סלילי | ספירלי","ADJECTIVE","538.0","",""
"ripped | torn | קרוע | קרועה | תלוש | תלושה | נתלש","ADJECTIVE","540.0","",""
"hanging | תלוי | תלויה | נתלה","ADJECTIVE","541.0","",""
"young | צעיר | צעירה | צעירים","ADJECTIVE","542.0","",""
"dark | dim | חשוך | קודר | אפל | כהה | עמום","ADJECTIVE","543.0","",""
"forbidding | אסור | עוין | עויין | מסוכן | מאיים","ADJECTIVE","544.0","",""
"storage | store | מחסן | אחסון | מאחסן | איחסון | אחסנה | חנות | מאגר","ADJECTIVE","545.0","",""
"musical | מוזיקלי | מוסיקלי | מוזיקאי","ADJECTIVE","546.0","",""
"colorful | צבעוני | ססגוני","ADJECTIVE","547.0","",""
"glittering | shining | shiny | sparkling | נוצץ | מנצנץ | זוהר | זורח | מאיר | מבריק | בוהק","ADJECTIVE","548.0","",""
"good-looking | handsome | hunky | יפה | חתיך | חתיכה | נאה | נראה טוב | נראית טוב | יפה תואר | יפת תואר | יפהפייה | יפהפה","ADJECTIVE","549.0","",""
"dying | ill | sick | גוסס | חולה | גווע | גוועת | גוססת","ADJECTIVE","550.0","",""
"hideous | ugly | מחריד | מזוויע | מזעזע | מכוער | נורא | נוראי | מכוערת | זוועתי | מבחיל | דוחה | מגעיל | נתעב | גועלי | אכזרי","ADJECTIVE","551.0","",""
"heavy | כבד | כבדה","ADJECTIVE","552.0","",""
"decrepit | poor | run-down | shabby | תשוש  | חלש | רעוע | רקוב | מרופט | מסכן | אומלל | עני | גרוע | עלוב | לקוי | ירוד | מוזנח | בלוי","ADJECTIVE","553.0","",""
"narrow | scrawny | skinny | thin | צר | מצומצם | דחוק | דק | כחוש | צנום | רזה | דל | דליל | קלוש","ADJECTIVE","554.0","",""
"left | שמאל | שמאלה | נותר | נשאר | עזב | יצא","ADJECTIVE","555.0","",""
"round | סיבוב | סביב | עגול | כדורי | מעוגל | מסתובב","ADJECTIVE","556.0","",""
"dirty | מלוכלך | מטונף","ADJECTIVE","558.0","",""
"full | מלא | מלאה | עמוס | עמוסה | גדוש | גדושה | שלם | שלמה | הרבה","ADJECTIVE","559.0","",""
"socket | שקע | תושבת","ADJECTIVE","560.0","",""
"right | ימין | ימינה | ימני | נכון | בסדר | צודק | צודקת | תקין | תקני | בדיוק | ממש | אכן | בטח","ADJECTIVE","562.0","",""
"stuffed | ממולא | מלא | דחוס | מפוחלץ","ADJECTIVE","565.0","",""
"rusty | חלוד | מחליד","ADJECTIVE","568.0","",""
"underground | מתחת לאדמה | תת קרקעי | מחתרתי | מתחת לקרקע","ADJECTIVE","570.0","",""
"dusty | מאובק | מאובקת","ADJECTIVE","571.0","",""
"misty | ערפילי | מעורפל | מסתורי","ADJECTIVE","572.0","",""
"precious | יקר | יקר ערך | בעל ערך | רב ערך","ADJECTIVE","573.0","",""
"watering | משקה | השקיה","ADJECTIVE","574.0","",""
"side | צד | צדדי | צלע | צדי","ADJECTIVE","575.0","",""
"bottom | תחתית | תחתי | תחתון | קרקעית | מרגלות | תחת","ADJECTIVE","576.0","",""
"soggy | רטוב | לח | ספוגי | ספוג","ADJECTIVE","577.0","",""
"muddy | בוצי | עכור","ADJECTIVE","578.0","",""
"laugh | smile | צחקי | חייכי | שמחי | גחכי | התבדחי | צהלי","IMPERATIVE_VERB","1006.0","",""
"dance | רקדי | חוללי | כרכרי","IMPERATIVE_VERB","1014.0","",""
"conceal | hide | הסתירי | העלימי | החביאי | הטמיני | טמני | הסתתרי | התחבאי","IMPERATIVE_VERB","1030.0","",""
"hook | וו | קרס | קולב | מתלה | אנקול","IMPERATIVE_VERB","1031.0","",""
"hum | sing | זמזמי | המהמי | שירי | זמרי | שוררי","IMPERATIVE_VERB","1036.0","",""
"dig | חפרי","IMPERATIVE_VERB","1038.0","",""
"shake | נענעי | התנענעי | נערי | זעזעי | טלטלי | סחטי | הרעידי | התנועעי","IMPERATIVE_VERB","1040.0","",""
"bounce | הקפיצי | קפצי | נתרי","IMPERATIVE_VERB","1044.0","",""
"entice | tempt | פתי | שדלי | הדיחי | הסיתי | גרי","IMPERATIVE_VERB","1047.0","",""
"tickle | דגדגי","IMPERATIVE_VERB","1057.0","",""
"save | שמרי | הצילי | חסכי","IMPERATIVE_VERB","1059.0","",""
"escape | flee | ברחי | המלטי | חמקי | התחמקי | נוסי","IMPERATIVE_VERB","1060.0","",""
"collect | gather | אספי | צברי | קלטי | גבי | כנסי | קבצי |לקטי | גייסי","IMPERATIVE_VERB","1063.0","",""
"create | make | יצרי  | הקימי | בראי | צרי | בני | עשי | הכיני | בצעי","IMPERATIVE_VERB","1064.0","",""
"cure | heal | רפאי | טפלי | החלימי | הבריאי","IMPERATIVE_VERB","1065.0","",""
"laid | lays | השכיבי","IMPERATIVE_VERB","1066.0","",""
"clean | tidy | נקי | רחצי | טהרי | סדרי","IMPERATIVE_VERB","1067.0","",""
"sweep | טאטאי | נקי","IMPERATIVE_VERB","1069.0","",""
"return | חזרי | שובי | החזירי | השיבי","IMPERATIVE_VERB","1070.0","",""
"command | order | צווי | פקדי | שלטי | הזמיני | הורי","IMPERATIVE_VERB","1080.0","",""
"flip | הפכי | העיפי","IMPERATIVE_VERB","1084.0","",""
"wave | נופפי | נפנפי","IMPERATIVE_VERB","1088.0","",""
"undress | התפשטי | התערטלי","IMPERATIVE_VERB","1089.0","",""
"quit | צא | עזבי | נטשי","IMPERATIVE_VERB","1090.0","",""
"restore | שחזרי | שקמי | חדשי","IMPERATIVE_VERB","1092.0","",""
"restart | התחילי מחדש | אתחול","IMPERATIVE_VERB","1093.0","",""
"pause | עצרי | הפסיקי | שתקי","IMPERATIVE_VERB","1094.0","",""
"overtime | האריכי | הארכה | שעות נוספות | תוספת זמן","IMPERATIVE_VERB","1095.0","",""
"loosen | רופפי","IMPERATIVE_VERB","1102.0","",""
"launch | השיקי | שגרי | שלחי | הפעילי","IMPERATIVE_VERB","1115.0","",""
"shore | חוף | גדה | שפה","NOUN","2004.0","",""
"sky | שמים | רקיע | שחקים | מרום","NOUN","2006.0","",""
"grass | lawn | דשא | עשב | עשבים | עשביה | מדשאה | גינה | חצר","NOUN","2007.0","",""
"marble | גולה | שיש","NOUN","2021.0","",""
"pump | משאבה | שאבי | פמפמי | הזרימי | נפחי","NOUN | IMPERATIVE_VERB","2025.0","",""
"magic | voodoo | קסם | כישוף | וודו","NOUN","2028.0","",""
"doorknob | knob | ידית","NOUN","2029.0","",""
"branch | limb | ענף | סניף | הסתעפות | אגף | איבר | גפה","NOUN","2033.0","",""
"bolt | lightning | בורג | בריח | ברק | מנעול","NOUN","2055.0","",""
"charm | scarab | קסם | קמיע | כישוף | קמע | לחש | חיפושית | חרפושית","NOUN","2065.0","",""
"lily | שושן | חבצלת | שושנה","NOUN","2074.0","",""
"pad | כרית | פנקס | משטח | תחבושת | פד  | בלוק | דפדפת","NOUN","2075.0","",""
"lips | mouth | שפתיים | פה | לוע","NOUN","2079.0","",""
"wheel | גלגל | הגה","NOUN","2090.0","",""
"walk | הליכה | טיול | צעידה | הלכי | טיילי | צעדי | פסעי ","NOUN | IMPERATIVE_VERB","2093.0","",""
"acres | estate | grounds | island | plantation | yard | דונמים | אקרים | שטח | מרחבים | רכוש | נכס | עזבון | אדמה | אדמות | שטחים | אי | מטע | חצר | גינה | מגרש","NOUN","2095.0","",""
"mechanism | מנגנון","NOUN","2104.0","",""
"winding | מתיחה | קפיץ","NOUN","2111.0","",""
"mask | visor | מסיכה | מסכה | מסווה | מצחיה | מגן | משקף","NOUN","2113.0","",""
"leg | רגל | רגליים | שוק | שוקיים | כרעיים","NOUN","2114.0","",""
"whistle | משרוקית | שרקי","NOUN | IMPERATIVE_VERB","2115.0","",""
"match | גפרורים | גפרור","NOUN","2117.0","",""
"grandfather | סבא | סב","NOUN","2118.0","",""
"rib | צלע | צלעות","NOUN","2123.0","",""
"thunder | רעם | רעמים","NOUN","2124.0","",""
"dude | חבוב | בחור | גבר | חבר | ברנש","NOUN","2126.0","",""
"chamber | תא | לשכה","NOUN","2129.0","",""
"lighting | תאורה | אור | מאור","NOUN","2131.0","",""
"cooking | בישול | תבשיל | בשלי | אפי | צלי | שלקי | הכיני","NOUN | IMPERATIVE_VERB","2152.0","",""
"cobweb | web | קורי עכביש | קור עכביש | קור | רשת","NOUN","2162.0","",""
"sheet | סדין | סדינים | מצעים | גליון | דף | יריעה | יריעות | ניר | נייר","NOUN","2164.0","",""
"keys | מפתחות","NOUN","2165.0","",""
"tapestry | מארג | אריג | טפט | מרבד","NOUN","2170.0","",""
"miser | כילי | קמצן","NOUN","2180.0","",""
"shovel | spade | את | מעדר | יעה | מגרפה | את חפירה","NOUN","2181.0","",""
"banister | rail | מעקה | מסילה | פס","NOUN","2186.0","",""
"honor | כבוד | הוקרה","NOUN","2187.0","",""
"abyss | chasm | crack | crevice | תהום | תהומות | מצולות | בקיע | סדק | חריץ | נקיק | בקע","NOUN","2199.0","",""
"fruit | פרי | פירות","NOUN","2201.0","",""
"arm | יד | זרוע","NOUN","2205.0","",""
"courtyard | חצר","NOUN","2210.0","",""
"amulet | talisman | קמע | קמיע | תליון","NOUN","2211.0","",""
"bowl | קערה | קערית  | צלחת | אגן | אגרטל","NOUN","2217.0","",""
"thorn | קוץ | דרדר | חוח | חרול","NOUN","2224.0","",""
"padlock | מנעול","NOUN","2226.0","",""
"birdcage | cage | כלוב | כלוב ציפורים","NOUN","2231.0","",""
"pantry | מזווה | מזוה","NOUN","2232.0","",""
"candelabra | פמוט | נברשת","NOUN","2240.0","",""
"wish | תקווה | משאלה | איחול | חלום | רצון | קווי | אחלי | חלמי | רצי | בקשי | בקשה | מאוויה","NOUN | IMPERATIVE_VERB","2241.0","",""
"hill | גבעה | הר","NOUN","2242.0","",""
"all | everything | הכל | הכול | כל | כול | כל דבר","NOUN","2243.0","",""
"kettle | קומקום | דוד | מיחם | יורה | קלחת","NOUN","2245.0","",""
"dress | שמלה | לבוש | מלבוש","NOUN","2248.0","",""
"undressed | עירומה | לא לבושה | עירום","NOUN","2249.0","",""
"mem | גברתי","NOUN","2252.0","",""
"cloud | ענן | עננים | עב | ערפל","NOUN","2258.0","",""
"wallpaper | טפט","NOUN","2261.0","",""
"moon | ירח | לבנה | סהר","NOUN","2264.0","",""
"crumbs | פירורים | פתיתים","NOUN","2265.0","",""
"counter | דלפק | דוכן | שיש","NOUN","2266.0","",""
"star | כוכב","NOUN","2268.0","",""
"night | לילה | ליל | ערב","NOUN","2269.0","",""
"broom | מטאטא","NOUN","2270.0","",""
"inventory | מלאי | חפצים | מצאי | סחורה","NOUN | IMPERATIVE_VERB","2275.0","",""
"ledge | מדף | מעקה | אדן | קצה | זיז","NOUN","2278.0","",""
"nosleep | חוסר שינה | עירנות | ללא שינה","NOUN","2286.0","",""
"soup | מרק | תמחוי | נזיד","NOUN","2292.0","",""
"metal | מתכת | פלדה | ברזל | מתכתי","NOUN","2307.0","",""
"pen | עט | קולמוס","NOUN","2312.0","",""
"item | פריט | חפץ | עצם | מוצר | מצרך | פרט","NOUN","2325.0","",""
"bear | teddy | דוב | דובי | דובון","NOUN","2345.0","",""
"corral | מכלאה | מחצבה","NOUN","2346.0","",""
"bug | cricket | firefly | insect | באג | חרק | פשפש | ג'וק | חיפושית","NOUN","2350.0","",""
"storm | סופה | סערה","NOUN","2352.0","",""
"knickknack | ornament | trinket | חפץ נוי | קישוט | עיטור | תכשיט","NOUN","2355.0","",""
"neck | צוואר | צואר | מפרקת | עורף | גרון","NOUN","2356.0","",""
"elbow | מרפק","NOUN","2357.0","",""
"knee | ברך | ברכיים","NOUN","2358.0","",""
"pencil | עיפרון | עפרון","NOUN","2370.0","",""
"porcelain | חרסינה | פורצלן | חרס","NOUN","2371.0","",""
"nursery | משתלה | פעוטון | מעון | תינוקיה","NOUN","2373.0","",""
"gravel | חצץ","NOUN","2380.0","",""
"iron | ברזל | מתכת | מגהץ","NOUN","2381.0","",""
"floorboard | רצפה | מרצפה | ריצוף | מרצפת","NOUN","2383.0","",""
"twin | תאום | תאומה","NOUN","2391.0","",""
"canopy | חופה | אפריון | גגון | צמרת | כלה","NOUN","2392.0","",""
"francois | pierre | פרנסיס | פרנסס | פרנסואה | פייר","NOUN","2395.0","",""
"claudette | קלאודט | קלודט","NOUN","2396.0","",""
"william | וויליאם | ויליאם","NOUN","2397.0","",""
"sarah | שרה","NOUN","2398.0","",""
"rust | חלודה","NOUN","2408.0","",""
"shadow | צל | צללית","NOUN","2410.0","",""
"perfume | בושם | ניחוח | בשמים","NOUN","2414.0","",""
"leather | עור","NOUN","2417.0","",""
"piece | פיסה | חתיכה | חלק | קטע | נתח | בדל","NOUN","2420.0","",""
"dust | אבק | עפר | חול | אפר","NOUN","2421.0","",""
"0 | o | zero | אפס","NOUN","4000.0","",""
"1 | one | אחד | אחת | ראשון","NOUN","4001.0","",""
"2 | two | שתים | שתיים | שנים | שניים | שני","NOUN","4002.0","",""
"3 | three | שלוש | שלושה | שלושת | שלישי","NOUN","4003.0","",""
"4 | four | ארבע | ארבעה | ארבעת | רביעי","NOUN","4004.0","",""
"5 | five | חמש | חמשת | חמישה | חמישי","NOUN","4005.0","",""
"6 | six |שש | שישה | ששת | שישי ","NOUN","4006.0","",""
"7 | seven | שבע | שבעה | שביעי | שבעת","NOUN","4007.0","",""
"8 | eight | שמונה | שמונת | שמיני","NOUN","4008.0","",""
"9 | nine | תשע | תשעה | תשעת | תשיעי","NOUN","4009.0","",""
"10 | ten | עשר | עשרה | עשרת | עשירי","NOUN","4010.0","",""
"11 | eleven | אחד עשרה | אחד עשר | אחת עשרה | אחת עשר","NOUN","4011.0","",""
"12 | twelve | שנים עשרה | שתים עשרה | שנים עשר | שתים עשר","NOUN","4012.0","",""
"13 | thirteen |שלוש עשרה | שלושה עשר","NOUN","4013.0","",""
"14 | forteen | fourteen | ארבע עשרה | ארבעה עשר","NOUN","4014.0","",""
"15 | fifteen | חמש עשרה | חמישה עשר","NOUN","4015.0","",""
"16 | sixteen | שש עשרה | שישה עשר","NOUN","4016.0","",""
"17 | seventeen | שבע עשרה | שבעה עשר","NOUN","4017.0","",""
"18 | eighteen | שמונה עשרה | שמונה עשר","NOUN","4018.0","",""
"19 | nineteen | ninteen | תשע עשרה | תשעה עשר","NOUN","4019.0","",""
"20 | twenty | עשרים","NOUN","4020.0","",""
"30 | thirty | שלושים","NOUN","4021.0","",""
"40 | forty | ארבעים","NOUN","4022.0","",""
"50 | fifty | חמישים","NOUN","4023.0","",""
"60 | sixty | שישים","NOUN","4024.0","",""
"70 | seventy | שבעים","NOUN","4025.0","",""
"80 | eighty | שמונים","NOUN","4026.0","",""
"90 | ninety | תשעים","NOUN","4027.0","",""
"100 | hunderd | מאה","NOUN","4028.0","",""
"1000 | thousand | אלף","NOUN","4029.0","",""
"1000000 | million | מליון | מיליון","NOUN","4030.0","",""
"unknownnumber | מספר לא ידוע","NOUN","4093.0","",""
"!* | noword","","4094.0","",""
"* | any | anyword | כל | כל מילה | כלשהו |כלשהי","CONJUNCTION | PREPOSITION | ARTICLE | ADJECTIVE | PRONOUN | NOUN | INDICATIVE_VERB | ADVERB | IMPERATIVE_VERB","4095.0","",""
"את","ARTICLE | ADJECTIVE","","",""
"1hebrew1prefix1bet","PREPOSITION | ARTICLE | ADJECTIVE","","",""
"1hebrew1prefix1lamed","PREPOSITION | ARTICLE | ADJECTIVE","","",""
"1hebrew1prefix1mem","PREPOSITION | ARTICLE | ADJECTIVE","","",""
"סתרים | starim","ADJECTIVE","","","עבור trapdoor"
